,remote_changes
6509,"[{'score': 0.556658, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.876678, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.932131, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6510,"[{'score': 0.711887, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6511,"[{'score': 0.726378, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6512,"[{'score': 0.994551, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6513,[]
6514,[]
6515,"[{'score': 0.734021, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
6516,"[{'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6517,"[{'score': 0.658294, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6518,[]
6519,"[{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.884998, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6520,"[{'score': 0.547615, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.750465, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6521,"[{'score': 0.786991, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6522,"[{'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
6523,"[{'score': 0.500278, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.886021, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6524,[]
6525,"[{'score': 0.833791, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6526,[]
6527,"[{'score': 0.554937, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.916823, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6528,[]
6529,[]
6530,"[{'score': 0.713028, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6531,[]
6532,"[{'score': 0.916667, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
6533,"[{'score': 0.99278, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6534,"[{'score': 0.786991, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6535,"[{'score': 0.547648, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.862469, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.936899, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6536,"[{'score': 0.718679, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.888766, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6537,"[{'score': 0.781949, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6538,"[{'score': 0.76723, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
6539,"[{'score': 0.517491, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.914635, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.940913, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6540,"[{'score': 0.535708, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.566171, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.692385, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6541,"[{'score': 0.821913, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6542,"[{'score': 0.600971, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.955696, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6543,"[{'score': 0.830561, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6544,"[{'score': 0.862058, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6545,"[{'score': 0.8152, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6546,"[{'score': 0.896662, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.802757, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6547,"[{'score': 0.554796, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
6548,"[{'score': 0.722657, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.971165, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
6549,"[{'score': 0.72753, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.925528, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6550,"[{'score': 0.824796, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.77494, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6551,"[{'score': 0.502533, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.869928, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6552,"[{'score': 0.604729, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.72085, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6553,
6554,"[{'score': 0.693869, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.58393, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.786249, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6555,"[{'score': 0.617463, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.809765, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.906451, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6556,"[{'score': 0.871674, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.523981, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6557,[]
6558,"[{'score': 0.555715, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
6559,"[{'score': 0.511897, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.702145, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6560,"[{'score': 0.555407, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6561,"[{'score': 0.587989, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.727798, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
6562,[]
6563,[]
6564,"[{'score': 0.673532, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.592648, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.664718, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6565,"[{'score': 0.56442, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.786991, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6566,"[{'score': 0.782938, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.959273, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6567,"[{'score': 0.545962, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.849827, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6568,"[{'score': 0.579367, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.704683, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6569,"[{'score': 0.505031, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.979893, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6570,"[{'score': 0.765188, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.873624, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6572,[]
6573,[]
6574,"[{'score': 0.599421, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6575,"[{'score': 0.63311, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.913318, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6577,"[{'score': 0.646387, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6578,[]
6579,"[{'score': 0.903207, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6580,"[{'score': 0.545371, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
6581,"[{'score': 0.916667, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
6582,"[{'score': 0.616216, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6583,[]
6584,"[{'score': 0.599254, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
6585,"[{'score': 0.539235, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.87089, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6586,"[{'score': 0.623423, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.559726, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.884875, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6587,"[{'score': 0.507815, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
6588,"[{'score': 0.928245, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.820919, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6589,"[{'score': 0.617283, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
6590,"[{'score': 0.61954, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.733641, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6591,"[{'score': 0.982476, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6592,"[{'score': 0.805461, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.752684, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6593,"[{'score': 0.743165, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.859075, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.809416, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6594,[]
6595,[]
6596,"[{'score': 0.699053, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.956131, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.761129, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6597,"[{'score': 0.53446, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.966403, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6598,"[{'score': 0.6821, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
6599,"[{'score': 0.631525, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6600,"[{'score': 0.898696, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6601,"[{'score': 0.618451, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.8152, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6602,"[{'score': 0.604006, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
6603,"[{'score': 0.746925, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6604,"[{'score': 0.618534, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6605,"[{'score': 0.829888, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6606,"[{'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6607,"[{'score': 0.70032, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6608,"[{'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6609,"[{'score': 0.995065, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6610,"[{'score': 0.820536, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.908592, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6611,"[{'score': 0.851087, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6612,"[{'score': 0.507672, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.6821, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.698008, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6613,"[{'score': 0.768852, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6614,"[{'score': 0.942233, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6615,"[{'score': 0.671708, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
6616,[]
6617,"[{'score': 0.708384, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.58393, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6618,"[{'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.856622, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6619,"[{'score': 0.618451, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
6620,"[{'score': 0.648109, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.640977, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6621,"[{'score': 0.68017, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.705784, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.525007, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6622,"[{'score': 0.984352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6623,"[{'score': 0.735248, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
6624,"[{'score': 0.616075, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.974201, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6625,"[{'score': 0.895415, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.751512, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
6626,"[{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6627,[]
6628,"[{'score': 0.664451, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6629,"[{'score': 0.826703, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.780427, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.531174, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6630,"[{'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6631,"[{'score': 0.818587, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
6632,[]
6633,"[{'score': 0.501788, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6634,"[{'score': 0.655928, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.809307, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6635,"[{'score': 0.579436, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.750688, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6636,[]
6637,[]
6638,"[{'score': 0.531522, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.928187, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.638987, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
6639,"[{'score': 0.965509, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6640,[]
6641,"[{'score': 0.726203, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6642,"[{'score': 0.928991, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6643,"[{'score': 0.908434, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6644,"[{'score': 0.534455, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.646387, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6645,[]
6646,"[{'score': 0.64973, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.845623, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6647,[]
6648,"[{'score': 0.974578, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6649,"[{'score': 0.91961, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6650,[]
6651,"[{'score': 0.694164, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.746925, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6652,"[{'score': 0.720783, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.808202, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6653,[]
6654,"[{'score': 0.916667, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
6655,"[{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.64898, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6656,"[{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6657,"[{'score': 0.694628, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.596122, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.902459, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6658,[]
6659,"[{'score': 0.928187, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.520338, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
6660,[]
6661,"[{'score': 0.795195, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
6662,"[{'score': 0.884138, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.681506, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6663,"[{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6664,[]
6665,"[{'score': 0.508376, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
6666,"[{'score': 0.51189, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.58871, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.928648, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6667,[]
6668,[]
6669,"[{'score': 0.574817, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.833824, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6670,[]
6671,"[{'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6673,"[{'score': 0.934829, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6674,"[{'score': 0.653465, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.86436, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
6675,"[{'score': 0.765977, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6676,"[{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6677,"[{'score': 0.63698, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.926977, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6678,[]
6679,"[{'score': 0.867016, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.939714, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6680,"[{'score': 0.906255, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6681,"[{'score': 0.676189, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.978371, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6682,"[{'score': 0.963467, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6683,"[{'score': 0.579436, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
6684,"[{'score': 0.669489, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.85365, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6685,"[{'score': 0.519491, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6686,"[{'score': 0.703244, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6687,"[{'score': 0.533201, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.922765, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6688,"[{'score': 0.614191, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.846684, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6690,"[{'score': 0.586568, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6691,"[{'score': 0.732192, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6692,"[{'score': 0.916667, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
6693,[]
6694,[]
6695,[]
6696,"[{'score': 0.922197, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
6697,"[{'score': 0.58385, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
6698,"[{'score': 0.918203, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6699,[]
6700,"[{'score': 0.596778, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.978371, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6701,[]
6702,"[{'score': 0.575639, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.912322, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6703,"[{'score': 0.647986, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6704,"[{'score': 0.731735, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6705,"[{'score': 0.522111, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.91961, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6706,"[{'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6707,"[{'score': 0.562466, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
6708,[]
6709,[]
6710,[]
6711,"[{'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.942582, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
6712,"[{'score': 0.644441, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
6713,"[{'score': 0.884138, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6714,"[{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6715,"[{'score': 0.647986, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6716,"[{'score': 0.520435, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.647781, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.802429, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6717,"[{'score': 0.537175, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.838624, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
6718,[]
6719,"[{'score': 0.994551, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6720,"[{'score': 0.785649, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
6721,"[{'score': 0.579436, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
6722,"[{'score': 0.53987, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.846224, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.764224, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6723,"[{'score': 0.670686, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.679542, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6724,"[{'score': 0.99699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6725,"[{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6726,"[{'score': 0.599654, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.515576, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
6727,"[{'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
6728,"[{'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.692851, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
