,why_mode
4496,"[{'score': 0.564551, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.829888, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.950217, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
4497,"[{'score': 0.678592, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.611304, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
4498,"[{'score': 0.908301, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4499,"[{'score': 0.982476, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4500,"[{'score': 0.91961, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
4501,"[{'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
4502,[]
4503,"[{'score': 0.529424, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4504,[]
4505,"[{'score': 0.811124, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
4506,"[{'score': 0.809841, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4507,"[{'score': 0.694442, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4508,
4509,"[{'score': 0.672403, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4510,"[{'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
4511,"[{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.946586, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4512,"[{'score': 0.968123, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
4513,"[{'score': 0.868982, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4514,"[{'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4515,[]
4516,[]
4517,"[{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4518,"[{'score': 0.525458, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
4519,"[{'score': 0.83162, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
4520,[]
4521,"[{'score': 0.747994, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4522,"[{'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4523,"[{'score': 0.873121, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.544371, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
4524,"[{'score': 0.948998, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4525,
4526,[]
4527,"[{'score': 0.775166, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
4528,"[{'score': 0.890188, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.80026, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
4529,"[{'score': 0.596527, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.86436, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.971257, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4530,"[{'score': 0.606226, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.859009, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4531,"[{'score': 0.519511, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.851665, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.884138, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
4532,
4533,[]
4534,"[{'score': 0.849827, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.995065, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4535,"[{'score': 0.521606, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.914228, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4536,"[{'score': 0.500277, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.864824, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
4537,"[{'score': 0.984352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
4538,[]
4539,"[{'score': 0.708196, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.525926, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
4540,"[{'score': 0.524716, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.940011, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4541,"[{'score': 0.626065, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4542,[]
4543,"[{'score': 0.908301, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4544,"[{'score': 0.585404, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.769135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4545,"[{'score': 0.77355, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.97759, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
4546,"[{'score': 0.747726, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
4547,
4548,"[{'score': 0.517491, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
4549,[]
4551,"[{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
4552,"[{'score': 0.598786, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.821913, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4553,"[{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4554,[]
4555,
4556,"[{'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4557,[]
4558,"[{'score': 0.550698, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.664718, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.85019, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4559,"[{'score': 0.852741, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.61954, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4560,"[{'score': 0.650542, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.641954, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4561,[]
4562,"[{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4563,"[{'score': 0.93884, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.751512, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
4564,"[{'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4565,"[{'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.982039, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4566,"[{'score': 0.667944, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
4567,
4568,[]
4569,
4570,"[{'score': 0.958817, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4571,"[{'score': 0.836844, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
4572,"[{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4573,"[{'score': 0.647986, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
4574,"[{'score': 0.623102, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.915324, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.958221, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4575,[]
4577,"[{'score': 0.715195, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.833309, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
4578,"[{'score': 0.609255, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.917202, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.870105, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
4579,"[{'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4580,
4581,"[{'score': 0.620413, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.645985, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4582,[]
4583,"[{'score': 0.775384, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4584,"[{'score': 0.672578, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.849929, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
4585,"[{'score': 0.98176, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4586,"[{'score': 0.93884, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4587,[]
4588,"[{'score': 0.71745, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
4589,"[{'score': 0.526825, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4590,"[{'score': 0.56713, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4591,[]
4592,"[{'score': 0.69109, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.832004, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4593,"[{'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4594,"[{'score': 0.532996, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.779898, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4595,"[{'score': 0.905748, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.786991, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
4596,[]
4597,"[{'score': 0.948998, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4598,"[{'score': 0.607667, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4599,"[{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.849827, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
4600,[]
4601,"[{'score': 0.987688, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4602,"[{'score': 0.58937, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
4603,"[{'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4604,[]
4605,"[{'score': 0.780797, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.586281, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.931994, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4606,[]
4607,"[{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4608,"[{'score': 0.507063, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.972852, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4609,"[{'score': 0.85094, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4610,"[{'score': 0.603194, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.905748, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.659112, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
4611,"[{'score': 0.590933, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.60773, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4612,"[{'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4613,"[{'score': 0.929993, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4614,"[{'score': 0.53074, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
4615,[]
4616,"[{'score': 0.598954, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.784247, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
4617,[]
4618,"[{'score': 0.731661, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.901894, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4619,"[{'score': 0.725569, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.906441, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.677232, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4620,"[{'score': 0.522845, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
4621,[]
4622,
4623,"[{'score': 0.710239, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.886684, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4624,"[{'score': 0.970179, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4625,"[{'score': 0.508544, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.668742, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.970634, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
4626,"[{'score': 0.743104, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4627,"[{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4628,"[{'score': 0.88939, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
4629,[]
4630,
4631,
4632,
4633,"[{'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4634,[]
4635,"[{'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4636,"[{'score': 0.781949, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
4637,"[{'score': 0.825633, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.786991, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
4638,"[{'score': 0.67429, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.785499, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4639,[]
4640,[]
4641,"[{'score': 0.973467, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4642,[]
4643,"[{'score': 0.552586, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.987208, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4644,"[{'score': 0.80957, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
4645,"[{'score': 0.676827, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
4646,"[{'score': 0.708682, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.786991, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
4647,"[{'score': 0.622852, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4649,
4650,"[{'score': 0.599421, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4651,"[{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4652,"[{'score': 0.929993, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4653,"[{'score': 0.516225, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
4654,"[{'score': 0.731735, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4655,"[{'score': 0.618239, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
4656,"[{'score': 0.633668, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.727629, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
4657,"[{'score': 0.740384, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4658,"[{'score': 0.637364, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4659,"[{'score': 0.944551, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4660,"[{'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.961411, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
4661,"[{'score': 0.691844, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.965157, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4662,"[{'score': 0.798165, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.87923, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.857143, 'tone_id': 'anger', 'tone_name': 'Anger'}]"
4663,"[{'score': 0.855572, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4664,"[{'score': 0.862315, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.965157, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4665,"[{'score': 0.809841, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4666,"[{'score': 0.670204, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.598602, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
4667,"[{'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.647986, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
4668,
4669,"[{'score': 0.568315, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.942233, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.816179, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4670,"[{'score': 0.661306, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.775702, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4671,"[{'score': 0.717417, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4672,"[{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4673,"[{'score': 0.6821, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
4674,"[{'score': 0.537909, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4675,
4676,"[{'score': 0.813431, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4677,"[{'score': 0.872927, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.964519, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4678,"[{'score': 0.736294, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4679,[]
4680,"[{'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4681,"[{'score': 0.601255, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4682,"[{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4683,"[{'score': 0.993749, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4684,"[{'score': 0.698, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
4685,"[{'score': 0.519863, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.761262, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.920133, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
4686,"[{'score': 0.52561, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.898015, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4687,"[{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4688,[]
4689,"[{'score': 0.59261, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.933436, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
4690,
4691,"[{'score': 0.647986, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4692,"[{'score': 0.558013, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.798695, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.979067, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4693,"[{'score': 0.552867, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
4694,"[{'score': 0.865763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4695,
4696,"[{'score': 0.910645, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4697,"[{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4698,[]
4699,"[{'score': 0.708847, 'tone_id': 'anger', 'tone_name': 'Anger'}]"
4700,"[{'score': 0.627908, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.857009, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4701,"[{'score': 0.909883, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4702,"[{'score': 0.796123, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4703,"[{'score': 0.928936, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4704,"[{'score': 0.880435, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
4705,"[{'score': 0.731087, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4706,
4707,"[{'score': 0.530786, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4708,"[{'score': 0.793846, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4709,"[{'score': 0.908592, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.50589, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
4710,"[{'score': 0.885751, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.964758, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
4711,"[{'score': 0.92125, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.974578, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4712,"[{'score': 0.580933, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4713,"[{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4714,[]
4715,"[{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4716,"[{'score': 0.535788, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.61476, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4717,[]
4718,"[{'score': 0.979246, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4719,"[{'score': 0.71158, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
4720,[]
4721,"[{'score': 0.959869, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
4722,
4723,"[{'score': 0.522635, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
